district,doy,year,tminc,tmeanc,tmaxc,pr,rmean,vpd
Clark,87.0,2018.0,-6.440216570105218,-0.9113636406666571,4.617489288771879,0.0,79.3744837973042,0.13120411153597694
Brown,87.0,2018.0,-6.948581308259071,-1.4344795286710612,4.0796222509168825,0.0,81.31941485006658,0.10281555270454673
McPherson,87.0,2018.0,-7.787622871342624,-2.459574814223099,2.868473242896376,0.0,80.62993704744436,0.10321288561818716
Edmunds,87.0,2018.0,-7.46913611330683,-1.8208017612489025,3.8275325908090103,0.0,80.4621594144375,0.10528261262410547
Spink,87.0,2018.0,-7.055193820910114,-1.0428555334979535,4.969482753914111,0.0,79.97653414355354,0.1181116033835883
Faulk,87.0,2018.0,-7.599958268232755,-1.4390939802842166,4.7217703076642685,0.0,79.92540899155044,0.10800114695607645
Hand,87.0,2018.0,-7.213476626872243,-0.5433692646316058,6.1267380976089365,0.0,77.06091448686074,0.15739384168924864
Campbell,87.0,2018.0,-7.531422786431907,-1.8748326575842928,3.781757471263308,0.0,80.33947125550996,0.10791401049651438
Walworth,87.0,2018.0,-7.403351557035599,-1.5819143011483443,4.239522954738911,0.0,80.50691043374148,0.10313211521904835
Potter,87.0,2018.0,-7.379085009333693,-1.0881362870044786,5.202812435324698,0.0,78.61120137864441,0.1273736913868048
Hyde,87.0,2018.0,-7.396302995320031,-0.48671831399965215,6.4228663673206965,0.0,76.32007559059991,0.16921704359182194
Sully,87.0,2018.0,-6.67525541436464,0.19123891494524395,7.057733244255068,0.0,75.45174545614802,0.1940589665621783
Dewey,87.0,2018.0,-5.8519169135244375,0.3147424404242828,6.481401794372898,0.0,75.71819838451148,0.19724607479374878
Hughes,87.0,2018.0,-6.830933295166247,0.7574042883832204,8.345741871932654,0.0,73.13359829612722,0.24164705083407842
Stanley,87.0,2018.0,-5.171514111314795,1.9244987095336938,9.020511530382084,0.0,72.06431715537659,0.28797800463444345
Corson,87.0,2018.0,-6.028664900081882,-0.3517998555646647,5.3250651889524105,0.0,76.5749363339368,0.17453801106617275
Perkins,87.0,2018.0,-3.906974464483298,1.166475383763645,6.239925232010505,8.977221962856937E-4,71.96441160859693,0.2345236109394065
Ziebach,87.0,2018.0,-4.272632027994833,1.562691057855489,7.398014143705719,0.020025313036739625,72.20908388143862,0.2599933644657793
Haakon,87.0,2018.0,-3.4670609328455746,3.0208855792093954,9.508832091264294,0.16388413551682227,69.8913497356399,0.3290420588341262
Meade,87.0,2018.0,-2.5992872896250203,2.6197046598656852,7.838696609356452,1.5679280278188565,67.07087961217186,0.3007721931391788
Pennington,87.0,2018.0,-1.7685105148666644,3.851987682598507,9.472485880063791,1.8838181596695267,58.29820537362525,0.4059517885046877
Harding,87.0,2018.0,-3.638147976902534,1.003089714736725,5.644327406375896,0.15548227804679576,73.18568902487227,0.21326732983026903
Butte,87.0,2018.0,-2.938129647607768,1.6876101329109645,6.313349913429588,2.2757760226668755,70.30848934472046,0.24295844347996254
Lawrence,87.0,2018.0,-2.061164267700372,2.3538803271697253,6.7689249220398064,3.894217675922355,55.36510451406646,0.35798449612857863
Custer,87.0,2018.0,-1.2880447880797792,4.025220678182222,9.338486144444197,1.9665169148256125,54.15892978818883,0.43332325699312796
Fall River,87.0,2018.0,-1.534232734251335,4.906283745924693,11.346800226100747,2.8362477404997755,55.17852002884861,0.4881119816688248
Todd,87.0,2018.0,-5.336794974644477,2.2864483465273686,9.909691667699118,0.12415773374934379,67.01391788019383,0.36268796968896055
Bennett,87.0,2018.0,-3.4715452326703944,3.523283437123857,10.518112106918048,5.349609354841297,60.77147834302295,0.4227737427450941
Oglala Lakota,87.0,2018.0,-1.827537866296479,4.593049165868944,11.013636198034455,2.9944098588405543,58.10890375813505,0.4520043801434985
Jackson,87.0,2018.0,-2.8890901890132263,4.095601034315572,11.080292257644386,1.949592535530116,62.63891791254957,0.4273259430370467
Mellette,87.0,2018.0,-4.824519289138077,2.873305157517996,10.571129604173986,0.0,67.16387260068528,0.3834019864413512
Jones,87.0,2018.0,-5.075432000644346,2.603976717274048,10.283385435192388,0.0,69.13397441235989,0.3567742218078229
Lyman,87.0,2018.0,-6.079895409430177,1.6276390840889232,9.335173577607904,0.0,71.30885968212067,0.29451478749760324
Buffalo,87.0,2018.0,-7.167888410762383,0.22851796532322638,7.624924341408836,0.0,74.18386293752381,0.20871605287131692
Tripp,87.0,2018.0,-6.040852653906786,1.9863913860796836,10.013635426066037,0.0,68.98152696146525,0.337806925124405
Brule,87.0,2018.0,-6.238310658499515,0.9920603854607728,8.222431429421029,0.0,74.01336159530089,0.22842292394059305
Gregory,87.0,2018.0,-6.367264594607581,1.6104093817539282,9.588083358115378,0.0,70.5046154406278,0.293924296863684
Charles Mix,87.0,2018.0,-5.559205361703065,2.3893752375158344,10.337955836734656,0.0,71.02817820955954,0.31102869783439707
Douglas,87.0,2018.0,-5.3364484716699625,2.3712072981053156,10.078863067880595,0.0,71.6413529098708,0.30103636679725904
Bon Homme,87.0,2018.0,-4.765269318169124,3.6758194362237315,12.116908190616567,0.0,69.14525234653271,0.38298415266171754
Hutchinson,87.0,2018.0,-4.4684471449804155,3.1424969973071644,10.753441139594695,0.0,71.19608755053825,0.33397980132326877
Davison,87.0,2018.0,-5.0365008603821675,1.8490570945724627,8.734615049527092,0.0,73.83249930675892,0.25688078883581483
Hanson,87.0,2018.0,-4.583904820635951,2.3629991420621033,9.30990310476016,0.0,73.13241812659986,0.2823690832239653
Miner,87.0,2018.0,-5.2235456094294905,1.231071074482576,7.685687758394645,0.0,75.5582033789644,0.21647741340735782
Sanborn,87.0,2018.0,-5.528241787234,1.183467535473473,7.895176858180947,0.0,75.05460733031852,0.22262453497606438
Jerauld,87.0,2018.0,-6.4287916592095256,0.3662015909978979,7.161194841205319,0.0,75.93959260992493,0.1859961706539782
Aurora,87.0,2018.0,-6.1958408665012445,1.0132398473191546,8.222320561139542,0.0,74.46049588440088,0.22167460077151618
Beadle,87.0,2018.0,-6.114279424518953,0.2930217003661928,6.700322825251253,0.0,76.72850095106249,0.17808789756419635
Kingsbury,87.0,2018.0,-5.247249816193653,0.5304550245554746,6.308159865304604,0.0,77.48795953637295,0.17667552334335046
Brookings,87.0,2018.0,-4.831453543663284,0.38606933202917426,5.603592207721633,0.0,77.10567985453187,0.18866136631184321
Lake,87.0,2018.0,-4.822648830816571,1.2545698695548166,7.331788569926206,0.0,75.70576797272861,0.2171335492010551
McCook,87.0,2018.0,-4.951415669339351,2.0402233244146184,9.031862318168587,0.0,73.60960151501072,0.26281996307153144
Minnehaha,87.0,2018.0,-4.3405739726994,2.358156338948042,9.056886650595457,0.0,73.78797659298245,0.26415543102959144
Moody,87.0,2018.0,-5.095560621134041,0.9005882132637486,6.896737047661539,0.0,76.20813385331898,0.20135143107647296
Union,87.0,2018.0,-2.5715357287413596,6.204742059410767,14.98101984756288,0.0,67.07987748473064,0.5279821790792565
Clay,87.0,2018.0,-2.8255447662680675,5.584156979771682,13.993858725811425,0.0,67.9601757682189,0.48326312609262384
Lincoln,87.0,2018.0,-3.3635136042988605,4.416720186866975,12.196953978032775,0.0,70.40140989767525,0.38862198825856464
Turner,87.0,2018.0,-3.8214795631040483,3.708618894492712,11.238717352089475,0.0,71.45423894169996,0.34764336275761765
Yankton,87.0,2018.0,-3.5038179634954134,4.546231625233406,12.596281213962218,0.0,69.0548917439589,0.42493561008402403
Grant,88.0,2018.0,-4.875070938277757,-1.1181056763615367,2.6388595855546813,0.0,64.04208221173583,0.2225939410293435
Roberts,88.0,2018.0,-5.541692988049305,-1.098031931210489,3.3456291256283084,0.20979636304319213,65.53521953568234,0.22849365223984583
Marshall,88.0,2018.0,-8.03074416698907,-2.287927222334467,3.4548897223201056,0.6448694128335652,73.18879801961889,0.19387577632903405
Day,88.0,2018.0,-6.660650931569977,-1.8087096718481126,3.0432315878737524,0.059155216430339434,66.84677146771304,0.21584242303551465
Deuel,88.0,2018.0,-5.419911531089735,-1.659877883994211,2.1001557631013124,0.024071338018005508,64.51067091053224,0.21067180772587968
Codington,88.0,2018.0,-6.03442679596201,-1.9293763877391328,2.175674020483745,0.0,65.74304448793355,0.2037800657047347
Hamlin,88.0,2018.0,-6.162229351812483,-1.8823057541973807,2.3976178434177218,0.0,66.00042895299048,0.2079084599382867
Clark,88.0,2018.0,-6.4890218243316395,-1.8319639985982619,2.825093827135089,0.0,68.35003506969828,0.20541317338658016
Brown,88.0,2018.0,-7.268983968576869,-1.6446163759940968,3.979751216588603,0.4488315210767947,67.91938168199123,0.23303771844592916
McPherson,88.0,2018.0,-7.788633573768617,-2.195562230614009,3.397509112540552,1.1165504767449248,69.10905221172894,0.21662133970346326
Edmunds,88.0,2018.0,-7.0875977436598445,-1.5721023794222835,3.943392984815264,0.7257290810788938,67.63898800813331,0.2331809483705561
Spink,88.0,2018.0,-6.778911696509445,-1.45312826100692,3.872655174495525,0.0,67.69891504262004,0.23150915727543203
Faulk,88.0,2018.0,-7.202619008145956,-1.5347617777753817,4.133095452595156,0.09540480836522312,67.72126684548508,0.23767369144097494
Hand,88.0,2018.0,-6.507297948192944,-1.2693609898405445,3.9685759685117845,0.0,67.02028243996116,0.23500606927730286
Campbell,88.0,2018.0,-6.945805351824465,-1.2956763737712251,4.354452604282005,1.1031635840780474,68.47463132266729,0.2368157665244438
Walworth,88.0,2018.0,-6.413995013531562,-1.2164882170714097,3.9810185793887443,0.28401950393159253,67.56824323866105,0.2319517841693867
Potter,88.0,2018.0,-6.365653073385143,-1.1952505098087034,3.9751520537677165,0.14968848786231148,67.35215836507457,0.2328916820724151
Hyde,88.0,2018.0,-6.595768754722052,-1.5249113426280076,3.545946069466016,9.353359007131601E-4,69.08142516386401,0.21697763684709856
Sully,88.0,2018.0,-5.794246174439537,-1.201616033433143,3.3910141075732323,0.014923661625777998,70.84283729843115,0.2018514651601105
Dewey,88.0,2018.0,-5.052048126208339,-0.6909867196418412,3.6700746869245786,0.005673516929460865,69.33552864170511,0.21201881584281584
Hughes,88.0,2018.0,-5.949053407207193,-1.417631907726553,3.113789591754088,0.0,72.28914480454081,0.19001902416551994
Stanley,88.0,2018.0,-4.987739286157638,-1.3405404084679762,2.3066584692216496,0.2685591435687928,76.98926433724793,0.1486454901348183
Corson,88.0,2018.0,-6.006547300539276,-0.6711595823353522,4.664228135868425,0.410708578538146,68.5601165381092,0.23655565698954573
Perkins,88.0,2018.0,-5.932929090743964,-1.9000988950720807,2.132731300599737,0.1455554643113587,78.34203447048834,0.13197923130974443
Ziebach,88.0,2018.0,-4.627008450390085,-1.4122986663592692,1.8024111176715085,0.19430750141113776,76.05813585331725,0.14193824245586034
Haakon,88.0,2018.0,-4.873515937878288,-1.8152644165964527,1.2429871046853287,1.5617303499147364,84.4818261134075,0.0878571880004195
Meade,88.0,2018.0,-5.628581108951206,-2.247932738356716,1.132715632237842,0.5702769298079171,83.43374858980579,0.08600236272033954
Pennington,88.0,2018.0,-4.915074091370671,-1.3170005104497986,2.2810730704709856,1.6939536873712462,76.1954602352704,0.14361606633827534
Harding,88.0,2018.0,-6.085725325451465,-1.8197047346355515,2.4463158561802834,0.7007480845753351,79.82957432485036,0.12098512910387646
Butte,88.0,2018.0,-6.6235582073233585,-2.448806058431062,1.7259460904612058,0.44860611913492565,81.9724562184718,0.08765193864602892
Lawrence,88.0,2018.0,-4.880838230322004,-1.0792410303239173,2.7223561696741685,0.8590353023720357,63.907348579236476,0.22259030016028633
Custer,88.0,2018.0,-4.638576599340265,-0.322184739891865,3.994207119556476,0.7672875505713228,68.4506233799607,0.2139816127025273
Fall River,88.0,2018.0,-4.495946886647341,0.6103553051514111,5.716657496950074,1.2752787897548392,70.48493980264365,0.2351813081330127
Todd,88.0,2018.0,-4.954225005876651,-2.524744351634603,-0.09526369739257907,2.3170069152779,81.39367847908724,0.09294003426552228
Bennett,88.0,2018.0,-4.81037978004882,-1.8302593241827156,1.1498611316833782,2.1098353720974217,83.62851090660253,0.08699837283584125
Oglala Lakota,88.0,2018.0,-4.621565822715704,-0.68743465191429,3.2466965188870427,1.9802589767214651,79.3602692851647,0.1359923056080957
Jackson,88.0,2018.0,-4.361401295191652,-1.1393515054464105,2.0826982842987887,1.4989150453750202,81.55934188666659,0.11119606075640291
Mellette,88.0,2018.0,-4.805376834199507,-1.666254164484855,1.4728685052297763,1.0444530552708042,79.03966263376262,0.12188532952551244
Jones,88.0,2018.0,-5.0155312695770276,-1.5261866242397415,1.9631580210975434,0.8267292738895741,77.7197417916801,0.13738717618717064
Lyman,88.0,2018.0,-5.477368129863054,-1.383475142586485,2.7104178446900358,0.013474256121755424,73.1428062201391,0.17709711778593276
Buffalo,88.0,2018.0,-6.117131764861886,-1.1873556442364506,3.7424204763889835,0.0,69.67890371093705,0.2154489777112581
Tripp,88.0,2018.0,-5.6746068598680734,-1.915672893233815,1.8432610734003971,0.4749462228875886,75.885850211718,0.14763573651452574
Brule,88.0,2018.0,-5.235112231612264,-0.988766952997435,3.2575783256173905,0.0,69.63874450041102,0.2056475274105807
Gregory,88.0,2018.0,-5.60986456356791,-1.4155186497623824,2.778827264043131,3.004139525009888E-4,72.27326652952044,0.18186565639658314
Charles Mix,88.0,2018.0,-4.7293497003400065,-0.28925038556940585,4.150848929201185,0.0,67.39279519166968,0.2320525549530696
Douglas,88.0,2018.0,-4.694204837488052,0.22521932460196273,5.144643486691978,0.0,64.41096375338155,0.26846007503112723
Bon Homme,88.0,2018.0,-4.411989047489855,0.23681484093469807,4.885618729359251,0.0,65.49699818196996,0.2548886060105587
Hutchinson,88.0,2018.0,-4.211658364795061,1.094905723988142,6.401469812771333,0.0,60.28191600596865,0.32043669996868424
Davison,88.0,2018.0,-4.655319589354856,0.15620506418534888,4.967729717725554,0.0,62.53085019349763,0.2756825711085319
Hanson,88.0,2018.0,-4.595909214872275,1.0445754539144048,6.685060122701081,0.0,59.267200449387225,0.3341364757785418
Miner,88.0,2018.0,-3.995477052953547,0.9907619162117814,5.9770008853771115,0.0,56.18385902704919,0.33866973501689246
Sanborn,88.0,2018.0,-4.945704994560417,0.07346247440879505,5.092629943378004,0.0,61.20363725345619,0.2877216840057536
Jerauld,88.0,2018.0,-6.002619706597879,-1.0162723717160922,3.970074963165697,0.0,66.60000011761763,0.23537124815042806
Aurora,88.0,2018.0,-5.414222303385794,-0.7369324832700459,3.9403573368457003,0.0,67.163615267142,0.23098459451914696
Beadle,88.0,2018.0,-5.347535524065776,-0.4928069156485956,4.361921692768539,0.0,63.13462350185307,0.2619927354725779
Kingsbury,88.0,2018.0,-5.028736044492809,-0.5404627043809058,3.947810635730995,0.0,61.267832695612974,0.2635625441703449
Brookings,88.0,2018.0,-5.239639651766713,-1.5280890439097425,2.183461563947228,0.027315723810688718,63.1419403962529,0.2207930949090419
Lake,88.0,2018.0,-4.590353924080864,-0.37621090666343243,3.8379321107539996,0.0,60.47335285577687,0.26611241642596295
McCook,88.0,2018.0,-4.75770433759224,0.6314522294165089,6.020608796425259,0.0,60.3081315824129,0.3136266549488583
Minnehaha,88.0,2018.0,-4.193468688715017,-0.2474737683877548,3.6985211519395085,0.0,63.99962087624065,0.24242194155059585
Moody,88.0,2018.0,-5.2738520222118375,-1.627529605713237,2.018792810785367,0.0,67.54681395304581,0.19677441641295118
Union,88.0,2018.0,-3.0725718296851134,1.5543337844344032,6.181239398553921,0.002952678302338139,60.20070316604495,0.31550069872989783
Clay,88.0,2018.0,-3.2585916456160757,1.501949617995465,6.262490881607006,0.0,60.07908772862157,0.3179594753178578
Lincoln,88.0,2018.0,-3.6178696994237027,0.6908462826261289,4.999562264675961,0.0,62.241211748890095,0.278965493849526
Turner,88.0,2018.0,-3.9454850675671587,0.8961346271381889,5.737754321843536,0.0,61.682003083261584,0.29793278594803774
Yankton,88.0,2018.0,-3.6169370718521248,0.9884876139009013,5.593912299653929,0.00393038352637289,60.655494205043766,0.29791313179137785
Grant,89.0,2018.0,-9.427776084255058,-4.796925500969054,-0.1660749176830795,1.9938625926958498,86.40363298783315,0.030756563090699615
Roberts,89.0,2018.0,-10.29577259630985,-5.896230062076892,-1.4966875278439336,4.703349823248878,91.10780782993757,0.0038268120901778263
Marshall,89.0,2018.0,-11.396413903990332,-7.138447143076016,-2.8804803821617084,3.279011966042054,96.19608540323848,0.0
Day,89.0,2018.0,-10.890337347568115,-6.032536286427766,-1.174735225287436,0.4841773007144022,89.28740228179684,0.001944621863872826
Deuel,89.0,2018.0,-8.291551812571633,-3.5639886693235625,1.1635744739245044,1.4933945052316637,83.11486110418,0.06773593486416024
Codington,89.0,2018.0,-9.710632836677357,-4.848000196887198,0.014632442902962443,0.34098993795941074,85.47044650683468,0.029947259529608736
Hamlin,89.0,2018.0,-8.970761037017986,-3.7043561476463074,1.5620487417253683,0.0277458305457814,82.31230130035193,0.06629365802345959
Clark,89.0,2018.0,-9.559196020269319,-4.22212684161819,1.114942337032891,0.06042802016001272,84.4476207872434,0.04246346921557263
Brown,89.0,2018.0,-11.698692410378927,-6.531652315773865,-1.364612221168766,1.37831347624987,90.86278613584342,0.0012358171303066766
McPherson,89.0,2018.0,-14.517063549582371,-8.650275008882481,-2.7834864681825495,1.6671721688670316,92.88727517692028,0.0
Edmunds,89.0,2018.0,-13.27101539915186,-7.140003844234429,-1.0089922893170091,1.7114748704315073,89.98696654096311,0.0
Spink,89.0,2018.0,-10.5202607737954,-4.340850198517399,1.8385603767606111,0.4846043463826125,83.63708401834573,0.04170267903596999
Faulk,89.0,2018.0,-12.363659026987545,-5.760536528840587,0.8425859693063514,2.2639307544498664,86.0159048745326,0.002847012962834026
Hand,89.0,2018.0,-9.89052984161256,-2.5141205394941997,4.862288762624078,0.5366358484823732,77.91520718717568,0.11846897068548093
Campbell,89.0,2018.0,-14.911402138076184,-8.341089252832651,-1.770776367589121,1.370817742075718,91.14769739551262,0.0
Walworth,89.0,2018.0,-14.024637015415573,-7.320716862266303,-0.6167967091170586,1.8237480253746925,89.60466665538245,0.0
Potter,89.0,2018.0,-12.737233898214045,-5.7565674225814245,1.2240990530511557,2.550102290451317,85.85743173247096,0.005254458495979431
Hyde,89.0,2018.0,-10.479228852104331,-2.590724158538174,5.29778053502794,0.5544970314525253,77.12275149303039,0.12639376083414663
Sully,89.0,2018.0,-10.783891005406572,-2.898206810300773,4.987477384804963,1.1217081351892035,78.48865151671778,0.09550577555900294
Dewey,89.0,2018.0,-12.628062483203395,-4.908388308294055,2.8112858666153913,1.3502423738463867,83.04683900156819,0.029016358347597627
Hughes,89.0,2018.0,-9.345037678341507,-0.7376121659670357,7.8698133464073905,0.5115723813916595,73.1372982775876,0.20923155974674063
Stanley,89.0,2018.0,-9.283855425399667,0.3682429870577198,10.020341399514969,0.45004164320466233,70.47279951738068,0.28095339225203736
Corson,89.0,2018.0,-14.345455433575395,-7.052804257645903,0.23984691828387553,1.6054066184761335,86.78360479556666,0.004628313264470077
Perkins,89.0,2018.0,-13.144782548426823,-4.043444860649977,5.057892827126926,1.60772556706154,75.61397972111183,0.10154335319375393
Ziebach,89.0,2018.0,-11.744208418678888,-2.750543926292,6.243120566094852,0.6024321806027845,75.1249645216952,0.1314518938981265
Haakon,89.0,2018.0,-9.155999444338384,1.9845360074268974,13.125071459192101,0.0843094976946555,66.13743703601317,0.4133768563607831
Meade,89.0,2018.0,-10.063561842741793,0.7561256976546502,11.57581323805134,1.057843083863365,66.78020446900723,0.36427083318132414
Pennington,89.0,2018.0,-8.524800785608395,2.5211693098542867,13.567139405317132,1.1310276018813674,63.467076911847755,0.5001654032426984
Harding,89.0,2018.0,-13.025228143413793,-3.6852040709010905,5.654820001611721,2.6950898504620047,74.34140706805525,0.12131440421244707
Butte,89.0,2018.0,-10.940447473813098,-0.4196874457827723,10.101072582247571,0.6092347552896309,68.39062785109016,0.28875334323510393
Lawrence,89.0,2018.0,-9.494626232930111,0.9210229226384109,11.336672078206831,5.10342286169237,62.52659233014352,0.45516653571365073
Custer,89.0,2018.0,-6.575678973309266,3.147329097761522,12.870337168832185,0.5860720750248759,62.20314397186951,0.5153557140584132
Fall River,89.0,2018.0,-6.127745069577071,4.663110933145069,15.453966935867271,0.004510194737073676,62.27005833556994,0.6057892939166202
Todd,89.0,2018.0,-7.586455932972451,3.401054627475487,14.38856518792329,0.0,63.001441224213714,0.5339965173593809
Bennett,89.0,2018.0,-7.681926822391097,3.55357881386995,14.789084450130883,0.05911318523370536,62.87450944395378,0.5403400966865622
Oglala Lakota,89.0,2018.0,-7.3391015289413035,3.874311407089906,15.0877243431212,6.381252941064489E-5,63.66311137384868,0.5348110507650555
Jackson,89.0,2018.0,-8.078047707729272,3.5572966683029636,15.192641044335227,0.008288794146147112,63.4652522982318,0.5383686707882772
Mellette,89.0,2018.0,-7.953628123711252,3.5529281160326827,15.05948435577648,0.0,63.108855197846786,0.5543959332097183
Jones,89.0,2018.0,-9.047298126821131,2.560565011401998,14.16842814962503,0.07824124800417184,64.46104445271465,0.4889317397829733
Lyman,89.0,2018.0,-7.844189707970289,2.195841318121036,12.23587234421225,0.04868518895400589,66.86783817520849,0.41184698822272503
Buffalo,89.0,2018.0,-8.342841119134713,0.13756901386421164,8.617979146863139,0.0,71.61996126219397,0.2509056498868555
Tripp,89.0,2018.0,-6.727620963294835,4.178004334105475,15.083629631505792,0.001345452184183871,62.79982440521211,0.5853213429262376
Brule,89.0,2018.0,-7.20280497267439,1.9809381562310524,11.164681285136444,0.0,68.3792336164687,0.36543954128427725
Gregory,89.0,2018.0,-6.222012021955835,3.969848401731263,14.16170882541829,0.0,63.71996168445816,0.539747230247549
Charles Mix,89.0,2018.0,-5.960787725732245,3.7001064037343583,13.361000533200865,0.011370971084562658,65.24194905137264,0.49361187648540866
Douglas,89.0,2018.0,-6.154777810355789,3.013712821530859,12.182203453417504,0.0,66.84688862873938,0.43077761856917207
Bon Homme,89.0,2018.0,-4.872369942529091,4.232961554832433,13.338293052193936,0.11131599378215808,64.91266861932763,0.5118251405655204
Hutchinson,89.0,2018.0,-5.5867686354906585,2.988816334184545,11.564401303859698,0.08919758832355897,67.49233434389924,0.41696700432626904
Davison,89.0,2018.0,-6.477029220157687,1.80615055588869,10.08933033193507,0.0,69.39505765490806,0.34269287891185646
Hanson,89.0,2018.0,-6.369891742547445,1.907268478640578,10.1844286998286,0.0,69.21552087120689,0.350283083770167
Miner,89.0,2018.0,-6.312205892641248,1.2680983211439565,8.848402534929148,0.0,70.88799621384885,0.30128411248144227
Sanborn,89.0,2018.0,-7.519617143917279,0.48808189784418377,8.49578093960565,0.0,71.77047388047193,0.2639095525725852
Jerauld,89.0,2018.0,-8.219450160635272,-0.3771852109165782,7.465079738802115,0.0,73.58413783877201,0.20809954684072038
Aurora,89.0,2018.0,-7.389208855406348,1.4327448432041552,10.25469854181463,0.0,69.49242139474181,0.3268503207180657
Beadle,89.0,2018.0,-8.251792723633862,-1.2541857023836922,5.743421318866389,0.1709100365426573,76.41430243065089,0.1569247377518529
Kingsbury,89.0,2018.0,-7.6116773350716045,-1.1336965758027766,5.344284183466035,0.0,76.27937685543215,0.16741476225498847
Brookings,89.0,2018.0,-7.4828405098727835,-1.745193653944981,3.9924532019827956,0.24972569327420258,77.53518527549151,0.1471798710348463
Lake,89.0,2018.0,-6.675379619254871,0.29288541795743495,7.26115045516974,0.0,72.4915752706723,0.25132897719443453
McCook,89.0,2018.0,-6.564969663712562,1.4404386705565446,9.445847004825648,0.0,69.86072551648593,0.32356719380443527
Minnehaha,89.0,2018.0,-4.737837779343024,1.9597403054022922,8.65731839014758,0.0,68.78858624717874,0.32521825109889263
Moody,89.0,2018.0,-6.416293932755405,0.017411420767472784,6.4511167742903535,0.0,73.68012426571713,0.22847538605198622
Union,89.0,2018.0,-1.957525018202567,5.115014996830016,12.187555011862598,0.6861905549442713,57.91635733672511,0.5069290602422959
Clay,89.0,2018.0,-2.5123356152919114,4.858473362858191,12.229282341008286,0.6609729261453513,59.87297099790049,0.4961307025418777
Lincoln,89.0,2018.0,-3.255536471866586,3.8194290993328033,10.894394670532177,1.6798490153969616,63.54439274461195,0.4264254901061592
Turner,89.0,2018.0,-4.362144420597723,3.1977548191346212,10.757654058866965,1.174866919154461,67.45135277734269,0.396170880213314
Yankton,89.0,2018.0,-3.459584065313785,4.390159293755754,12.239902652825283,0.821925565878069,61.93768372999657,0.4848205055320022
Grant,90.0,2018.0,-11.17859266618597,-9.060476176969084,-6.94235968775219,0.0,80.46069718650601,0.060183108418342714
Roberts,90.0,2018.0,-12.257322237124642,-10.074431445826743,-7.891540654528836,0.0,81.10465276696627,0.055117171579429775
Marshall,90.0,2018.0,-13.74865648810848,-11.175660381476188,-8.602664274843894,0.0,85.90539874145355,0.03910203517392683
Day,90.0,2018.0,-12.77486001535545,-10.319252975920481,-7.863645936485514,0.0,79.69734530722411,0.058394967543572054
Deuel,90.0,2018.0,-10.921864365855667,-8.737262025898692,-6.552659685941739,0.0,81.54893925034476,0.058183572545648016
Codington,90.0,2018.0,-11.442217628291141,-9.147348453854713,-6.852479279418281,0.0,74.63109942814856,0.07736857831858923
Hamlin,90.0,2018.0,-10.961693508706745,-8.339422185006159,-5.717150861305572,0.0,74.45014697279312,0.08612338645560964
Clark,90.0,2018.0,-11.39404959946264,-8.743094783647779,-6.092139967832904,0.0,69.77088630252989,0.10018529883581023
Brown,90.0,2018.0,-13.208668229353533,-9.999871965144767,-6.791075700935963,0.0,73.64104939077362,0.08455993395841557
McPherson,90.0,2018.0,-15.088897178702263,-10.999719988895658,-6.910542799089041,0.0,76.32826947932355,0.07846850217912778
Edmunds,90.0,2018.0,-14.042120907412572,-10.238832084311971,-6.435543261211358,0.0,74.67869928709327,0.08559490422035994
Spink,90.0,2018.0,-11.779602234584964,-8.442561233852837,-5.105520233120691,0.0,66.76729603309673,0.11906015760423472
Faulk,90.0,2018.0,-12.817433610367013,-9.14556186927119,-5.473690128175349,0.0,68.27227988652425,0.11114542091103419
Hand,90.0,2018.0,-11.768598780920131,-7.887336613909993,-4.006074446899833,0.0,63.39643423723157,0.14072248159306644
Campbell,90.0,2018.0,-15.406958285616279,-10.93175397582278,-6.4565496660292725,0.0,72.31727841150979,0.09425074726960263
Walworth,90.0,2018.0,-14.786597550921325,-10.558851606284719,-6.331105661648116,0.0,70.38327671359006,0.09954058038728265
Potter,90.0,2018.0,-13.566665545202074,-9.474780184320274,-5.382894823438452,0.0,65.92121543583106,0.11966261932211598
Hyde,90.0,2018.0,-12.27625501782962,-7.978895448449483,-3.681535879069333,0.0,62.11459465223953,0.14913439521248295
Sully,90.0,2018.0,-12.395108437829341,-8.028902529833006,-3.6626966218366435,0.0,59.604837947528004,0.15770776080949467
Dewey,90.0,2018.0,-13.360610694303649,-8.88940898757543,-4.41820728084709,0.0,62.21376970423658,0.14035407238538494
Hughes,90.0,2018.0,-11.647705282805285,-7.273396570380088,-2.8990878579549086,0.0,59.3527171011803,0.16774047012751064
Stanley,90.0,2018.0,-10.810595629655712,-6.549407963224361,-2.2882202967929706,0.0,59.35372833589238,0.1748646100293697
Corson,90.0,2018.0,-14.967035361234451,-10.375965537299853,-5.784895713365306,0.0,63.145378094962034,0.12337914705148942
Perkins,90.0,2018.0,-13.56316806607497,-9.222260615261646,-4.881353164448216,0.0,55.388462354244005,0.15302465589149047
Ziebach,90.0,2018.0,-12.257071777341617,-7.847713527369579,-3.438355277397457,0.0,55.88409827894394,0.16950326637529806
Haakon,90.0,2018.0,-10.01107881536456,-6.095722019815622,-2.1803652242666387,0.0,61.10072487992355,0.16689555443298262
Meade,90.0,2018.0,-10.81667258276948,-7.115114504092191,-3.4135564254148885,0.035943623993516666,63.257642136377214,0.14353546856415733
Pennington,90.0,2018.0,-10.574073196410186,-7.3230461863410685,-4.072019176271899,0.5390917441255177,73.33266878687303,0.1036812522099935
