"","county","weekstartdate","anycases","totalcases","est"
"1","mccook",2004-12-19,0,0,9.44810506784881e-05
"2","grant",2004-10-17,0,0,0.000645817119132019
"3","mccook",2004-12-26,0,0,0.000111208065891476
"4","mccook",2004-12-12,0,0,0.000112802431656005
"5","codington",2004-10-10,0,0,0.00445420603813915
"6","codington",2004-10-24,0,0,0.0013744687991277
"7","clark",2004-10-10,0,0,0.0017284026609326
"8","grant",2004-10-10,0,0,0.00143514451607675
"9","codington",2004-10-17,0,0,0.00191945025077897
"10","mccook",2004-12-05,0,0,0.000104682119724216
"11","mccook",2004-11-28,0,0,0.000134289407959422
"12","roberts",2004-11-21,0,0,0.000281618858046643
"13","roberts",2004-10-31,0,0,0.000485191277746645
"14","union",2004-11-28,0,0,0.000280236266933895
"15","union",2004-12-05,0,0,0.000212455281899387
"16","deuel",2004-06-27,0,0,0.00651279518447257
"17","union",2004-11-14,0,0,0.000555426766061268
"18","grant",2004-10-03,0,0,0.00224632419358177
"19","union",2004-12-26,0,0,0.000324254958102147
"20","clark",2004-10-03,0,0,0.00278007527056888
"21","hamlin",2004-12-26,0,0,0.000210789347844159
"22","clark",2004-10-17,0,0,0.000766869273027959
"23","roberts",2004-11-07,0,0,0.000481948345109822
"24","roberts",2004-11-14,0,0,0.000356683992087289
"25","union",2004-11-07,0,0,0.000929589995769015
"26","clark",2004-11-14,0,0,0.000350438995042893
"27","clark",2004-11-21,0,0,0.000253572754110921
"28","clark",2004-11-28,0,0,0.000172815259837771
"29","union",2004-12-12,0,0,0.000288337884560445
"30","union",2004-12-19,0,0,0.0002720713616116
"31","clark",2004-08-22,0,0,0.0332818055208253
"32","grant",2004-08-29,0,0,0.020154270819808
"33","grant",2004-09-05,0,0,0.0194077544538367
"34","grant",2004-09-12,0,0,0.0134277209285626
"35","kingsbury",2004-12-05,0,0,0.000124241117322675
"36","kingsbury",2004-12-12,0,0,0.000122203121383393
"37","grant",2004-09-19,0,0,0.00955302941676805
"38","grant",2004-10-24,0,0,0.000456663104232985
"39","grant",2004-10-31,0,0,0.000452376102388133
"40","grant",2004-11-07,0,0,0.000430299132388123
"41","grant",2004-11-14,0,0,0.000299665488192193
"42","grant",2004-11-21,0,0,0.000228266697367652
"43","codington",2004-10-31,0,0,0.00134365769416945
"44","deuel",2004-07-04,0,0,0.00982438060341956
"45","deuel",2004-07-11,0,0,0.0144486935016019
"46","codington",2004-12-26,0,0,0.000324817620935312
"47","hamlin",2004-10-03,0,0,0.00426997248286142
"48","hamlin",2004-10-10,0,0,0.00264064979028394
"49","codington",2004-12-12,0,0,0.000317378503573736
"50","codington",2004-12-19,0,0,0.000288852200649113
"51","hamlin",2004-10-17,0,0,0.00116263492225955
"52","hamlin",2004-10-24,0,0,0.000840601153527883
"53","hamlin",2004-10-31,0,0,0.000819571000315801
"54","union",2004-11-21,0,0,0.000389480807628881
"55","clark",2004-08-01,0,0,0.0511367638263593
"56","clark",2004-08-08,0,0,0.0613607703150297
"57","clark",2004-08-15,0,0,0.04529589330932
"58","kingsbury",2004-08-29,0,0,0.0237322160419572
"59","kingsbury",2004-09-05,0,0,0.0228993030533602
"60","clark",2004-08-29,1,1,0.0251083507503535
"61","clark",2004-09-26,0,0,0.006417205076036
"62","lincoln",2004-10-03,0,0,0.0092217936929075
"63","clark",2004-10-24,0,0,0.000521700378516384
"64","clark",2004-10-31,0,0,0.000517324620034603
"65","clark",2004-11-07,0,0,0.000491040684740641
"66","grant",2004-07-11,0,0,0.0281297264141652
"67","grant",2004-07-18,0,0,0.0380446936131132
"68","grant",2004-07-25,0,0,0.042015997806986
"69","clark",2004-12-05,0,0,0.000136061624703496
"70","clark",2004-12-12,0,0,0.000116355983254943
"71","clark",2004-12-26,0,0,0.00011895361480257
"72","grant",2004-08-22,0,0,0.0271692732708448
"73","kingsbury",2004-11-21,0,0,0.000227523430231346
"74","kingsbury",2004-11-28,0,0,0.000154310722527548
"75","mccook",2004-10-24,0,0,0.000546231705003647
"76","mccook",2004-10-31,0,0,0.000553468772748387
"77","mccook",2004-11-07,0,0,0.000524926304396233
"78","mccook",2004-11-14,0,0,0.00031292354568391
"79","mccook",2004-11-21,0,0,0.000213210843170587
"80","day",2004-10-24,0,0,0.000600700861029403
"81","day",2004-10-31,0,0,0.000586203193330868
"82","day",2004-11-07,0,0,0.000556646604077433
"83","day",2004-11-14,0,0,0.000412315890074999
"84","codington",2004-11-07,0,0,0.00125394059559351
"85","codington",2004-11-14,0,0,0.000887195846826009
"86","codington",2004-11-21,0,0,0.000668967226019129
"87","codington",2004-11-28,0,0,0.000433699590204752
"88","codington",2004-12-05,0,0,0.000338273285025608
"89","deuel",2004-07-18,0,0,0.0201449839915016
"90","union",2004-10-17,0,0,0.00130078656704397
"91","union",2004-10-24,0,0,0.00101313574175537
"92","union",2004-10-31,0,0,0.00106474207065788
"93","clark",2004-07-11,0,0,0.0300696630559359
"94","hamlin",2004-11-07,0,0,0.000778902328636429
"95","hamlin",2004-11-14,0,0,0.000531749364786488
"96","hamlin",2004-11-21,0,0,0.000394298270426381
"97","hamlin",2004-11-28,0,0,0.000258698778611279
"98","deuel",2004-09-19,0,0,0.0047362760588125
"99","hamlin",2004-12-05,0,0,0.000206189886075106
"100","hamlin",2004-12-12,0,0,0.000206220196747955
"101","hamlin",2004-12-19,0,0,0.000181834690565765
"102","clark",2004-09-12,0,0,0.0178527729842961
"103","clark",2004-09-19,0,0,0.0129442457488257
"104","grant",2004-06-27,0,0,0.0126371804125268
"105","grant",2004-07-04,0,0,0.0192210952442008
"106","lincoln",2004-10-24,0,0,0.00202003751804349
"107","lincoln",2004-10-31,0,0,0.00215307950087702
"108","mccook",2004-09-05,0,0,0.0237219519770553
"109","grant",2004-08-01,0,0,0.0453696472019633
"110","grant",2004-08-08,0,0,0.052256876653688
"111","clark",2004-12-19,0,0,9.76910946353846e-05
"112","lincoln",2004-12-26,0,0,0.000658668392763574
"113","roberts",2004-10-03,0,0,0.00244534743178886
"114","roberts",2004-10-10,0,0,0.0016437294635412
"115","roberts",2004-10-17,0,0,0.0007345522774773
"116","roberts",2004-10-24,0,0,0.000490687491956271
"117","moody",2004-09-26,0,0,0.00105026193920762
"118","moody",2004-10-03,0,0,0.0004514932886427
"119","moody",2004-10-10,0,0,0.000265826980700839
"120","moody",2004-10-17,0,0,0.000128762274314981
"121","roberts",2004-11-28,0,0,0.000165681068155038
"122","roberts",2004-12-05,0,0,0.000146431061314669
"123","roberts",2004-12-12,0,0,0.000130106123597027
"124","day",2004-11-21,0,0,0.000308669664022424
"125","day",2004-11-28,0,0,0.000198351319149076
"126","day",2004-12-05,0,0,0.000161885026011738
"127","day",2004-12-12,0,0,0.000144993134707252
"128","day",2004-12-19,0,0,0.000132998155186359
"129","moody",2004-12-26,0,0,3.80865047533966e-05
"130","deuel",2004-07-25,0,0,0.0225863177043265
"131","deuel",2004-08-01,0,0,0.0241776661451693
"132","deuel",2004-08-08,0,0,0.027799208557805
"133","deuel",2004-08-15,0,0,0.0197366807998741
"134","clark",2004-07-18,0,0,0.0426577147372634
"135","clark",2004-07-25,0,0,0.0479455688747241
"136","kingsbury",2004-08-15,1,1,0.0425879097621665
"137","kingsbury",2004-08-22,0,0,0.0309369934376591
"138","marshall",2004-12-19,0,0,0.000107544595726423
"139","marshall",2004-12-26,0,0,0.000112305026857515
"140","mccook",2004-06-27,0,0,0.0177497675930288
"141","kingsbury",2004-09-12,0,0,0.0178114293244776
"142","deuel",2004-09-26,0,0,0.00227190764770739
"143","deuel",2004-10-03,0,0,0.00101809485118821
"144","lincoln",2004-10-10,0,0,0.00516767126262154
"145","lincoln",2004-10-17,0,0,0.00265518352689545
"146","kingsbury",2004-09-26,0,0,0.00640703780042621
"147","kingsbury",2004-10-03,0,0,0.00275980005019576
"148","kingsbury",2004-10-10,0,0,0.00163229411247307
"149","kingsbury",2004-10-17,0,0,0.000741603693137387
"150","kingsbury",2004-10-24,0,0,0.000514812902089924
"151","grant",2004-08-15,0,0,0.0384363543661095
"152","kingsbury",2004-11-07,0,0,0.000490575571379759
"153","kingsbury",2004-11-14,0,0,0.000315825418738414
"154","marshall",2004-06-27,0,0,0.0147374461817077
"155","marshall",2004-07-04,0,0,0.0215527690960548
"156","marshall",2004-07-11,0,0,0.0307116890784898
"157","marshall",2004-07-18,0,0,0.0430998587730946
"158","marshall",2004-07-25,0,0,0.0488040391694848
"159","grant",2004-09-26,0,0,0.00490047765267722
"160","lake",2004-07-04,0,0,0.0423501761805868
"161","lake",2004-07-11,1,1,0.0607711799421149
"162","lake",2004-07-18,1,1,0.0826962247699158
"163","lake",2004-07-25,0,0,0.0914564363601075
"164","grant",2004-11-28,0,0,0.000137378979597462
"165","grant",2004-12-05,0,0,0.000114921416225884
"166","grant",2004-12-12,0,0,0.000105573145792979
"167","grant",2004-12-19,0,0,9.87384199241925e-05
"168","grant",2004-12-26,0,0,0.000106724369106515
"169","lake",2004-10-03,0,0,0.00470906596076452
"170","union",2004-10-03,0,0,0.00431032201182229
"171","union",2004-10-10,0,0,0.00245414417802241
"172","union",2004-09-26,0,0,0.00946842142561907
"173","clark",2004-07-04,0,0,0.0206391035267018
"174","deuel",2004-08-22,0,0,0.013740989656856
"175","deuel",2004-08-29,0,0,0.0100104500846033
"176","deuel",2004-09-05,0,0,0.00943283727269465
"177","deuel",2004-09-12,0,0,0.006747787317722
"178","minnehaha",2004-08-15,0,0,0.201097838713522
"179","minnehaha",2004-08-22,0,0,0.151456186781534
"180","minnehaha",2004-08-29,0,0,0.120217044287609
"181","mccook",2004-07-04,0,0,0.0250165713735001
"182","kingsbury",2004-09-19,0,0,0.0131957711141723
"183","clark",2004-09-05,0,0,0.024096458271895
"184","minnehaha",2004-09-26,0,0,0.0360464242372882
"185","deuel",2004-10-10,0,0,0.000636498858319944
"186","mccook",2004-08-15,0,0,0.0436056608472113
"187","mccook",2004-08-22,0,0,0.0328232135012084
"188","mccook",2004-08-29,0,0,0.0254822795702769
"189","brookings",2004-10-10,0,0,0.00410676284516086
"190","brookings",2004-10-17,0,0,0.00191390269549998
"191","kingsbury",2004-10-31,0,0,0.000511218716853607
"192","mccook",2004-09-19,0,0,0.0149748376697857
"193","mccook",2004-09-26,0,0,0.00714963761969278
"194","mccook",2004-10-03,0,0,0.00305530980148894
"195","mccook",2004-10-10,0,0,0.00170331684265142
"196","mccook",2004-10-17,0,0,0.000789892139209641
"197","brookings",2004-12-26,0,0,0.000547900274697419
"198","day",2004-10-03,0,0,0.00327381223533369
"199","day",2004-10-10,0,0,0.0021141648282629
"200","day",2004-10-17,0,0,0.000896983312958252
"201","miner",2004-12-12,0,0,4.80649055476459e-05
"202","miner",2004-12-19,0,0,3.87494692213417e-05
"203","miner",2004-12-26,0,0,4.64740692890003e-05
"204","hamlin",2004-06-27,0,0,0.0230228762778132
"205","hamlin",2004-07-04,0,0,0.0332227048489541
"206","hamlin",2004-07-11,0,0,0.0485846276461787
"207","hamlin",2004-07-18,0,0,0.0670964890367278
"208","hamlin",2004-07-25,0,0,0.0746314815286776
"209","hamlin",2004-08-01,0,0,0.0790100412659734
"210","hamlin",2004-08-08,0,0,0.0916172817303833
"211","minnehaha",2004-06-27,0,0,0.0982983396023084
"212","minnehaha",2004-07-04,0,0,0.136475190704657
"213","minnehaha",2004-07-11,1,1,0.184752663778951
"214","kingsbury",2004-07-25,0,0,0.0496129918722168
"215","kingsbury",2004-08-01,0,0,0.0502960978862209
"216","kingsbury",2004-08-08,1,1,0.0588460361628424
"217","minnehaha",2004-08-08,1,1,0.270353261795365
"218","marshall",2004-12-12,0,0,0.000115014538820507
"219","lake",2004-11-28,0,0,0.0002910509607678
"220","lake",2004-12-05,0,0,0.000263318051443357
"221","minnehaha",2004-09-05,0,0,0.112303291075188
"222","minnehaha",2004-09-12,0,0,0.0946963470912295
"223","minnehaha",2004-09-19,0,0,0.0723450339897668
"224","mccook",2004-07-18,1,1,0.0469439400045747
"225","mccook",2004-07-25,0,0,0.0514448686331005
"226","deuel",2004-10-17,0,0,0.000286630589265681
"227","deuel",2004-10-24,0,0,0.000218165656589875
"228","deuel",2004-10-31,0,0,0.000218046987056674
"229","deuel",2004-11-07,0,0,0.000210693747797927
"230","deuel",2004-11-14,0,0,0.000151003854848678
"231","deuel",2004-11-21,0,0,0.000120017688011656
"232","deuel",2004-11-28,0,0,7.96631011848263e-05
"233","deuel",2004-12-05,0,0,6.78409412095983e-05
"234","deuel",2004-12-12,0,0,7.08481423542068e-05
"235","deuel",2004-12-19,0,0,6.76581715992108e-05
"236","deuel",2004-12-26,0,0,8.09815843942972e-05
"237","roberts",2004-09-26,0,0,0.00531224198143433
"238","roberts",2004-09-19,0,0,0.0101214344742516
"239","moody",2004-09-05,0,0,0.00361731109402419
"240","moody",2004-09-12,0,0,0.00293301177582906
"241","moody",2004-09-19,0,0,0.00215507885274673
"242","moody",2004-10-24,0,0,0.000100358022194913
"243","moody",2004-10-31,0,0,0.000106193610546578
"244","moody",2004-11-07,0,0,9.9304062161279e-05
"245","moody",2004-11-14,0,0,6.15259087851983e-05
"246","moody",2004-11-21,0,0,4.7279026976799e-05
"247","moody",2004-11-28,0,0,3.12195441501669e-05
"248","moody",2004-12-05,0,0,2.73414926867866e-05
"249","moody",2004-12-12,0,0,3.30641421793064e-05
"250","moody",2004-12-19,0,0,3.06640585500382e-05
"251","union",2004-09-05,0,0,0.026445943569845
"252","union",2004-09-12,0,0,0.0226193538031355
"253","union",2004-09-19,0,0,0.0178657327477141
"254","minnehaha",2004-07-18,0,0,0.234412908205207
"255","minnehaha",2004-07-25,0,0,0.250435296110608
"256","minnehaha",2004-08-01,0,0,0.24859441358847
"257","lincoln",2004-07-11,0,0,0.111417248349868
"258","lincoln",2004-07-18,0,0,0.14409458560887
"259","lincoln",2004-07-25,0,0,0.158074782743269
"260","lincoln",2004-08-01,0,0,0.152866264139755
"261","lake",2004-12-12,0,0,0.000298211238012207
"262","lake",2004-12-19,0,0,0.000270328882903153
"263","mccook",2004-07-11,0,0,0.0357020367582925
"264","lincoln",2004-08-29,0,0,0.0683196307019679
"265","lincoln",2004-09-05,0,0,0.0626691486835566
"266","mccook",2004-08-01,0,0,0.0518141654419152
"267","mccook",2004-08-08,0,0,0.0606449717334399
"268","brookings",2004-09-26,0,0,0.015549312553644
"269","brookings",2004-10-03,0,0,0.00683229781361005
"270","miner",2004-09-19,0,0,0.00606161397474229
"271","miner",2004-09-26,0,0,0.00298145276305738
"272","mccook",2004-09-12,0,0,0.019642710891759
"273","miner",2004-10-10,0,0,0.000733092837805425
"274","miner",2004-10-17,0,0,0.00033476650553688
"275","miner",2004-10-24,0,0,0.000226666635496979
"276","miner",2004-10-31,0,0,0.000228819590000873
"277","miner",2004-11-07,0,0,0.000222988218023332
"278","miner",2004-11-14,0,0,0.000138259852354047
"279","miner",2004-11-21,0,0,9.68599897472612e-05
"280","marshall",2004-08-01,0,0,0.0529447327320111
"281","marshall",2004-08-08,0,0,0.0617396106104509
"282","marshall",2004-08-15,0,0,0.0472553802815531
"283","marshall",2004-08-22,0,0,0.0344112064776953
"284","marshall",2004-08-29,0,0,0.0264875214422844
"285","lake",2004-08-01,0,0,0.0914325869836937
"286","lake",2004-08-08,0,0,0.10315638317729
"287","lake",2004-08-15,0,0,0.0739341989840745
"288","lake",2004-08-22,0,0,0.0535808262416465
"289","lake",2004-08-29,0,0,0.0411077759025919
"290","lake",2004-09-05,0,0,0.0386447074446947
"291","lake",2004-10-10,0,0,0.00270854394075799
"292","lake",2004-10-17,0,0,0.00125208088626996
"293","lake",2004-10-24,0,0,0.000903831807879672
"294","clark",2004-06-27,0,0,0.0148979560701689
"295","kingsbury",2004-07-18,0,0,0.0450312444096633
"296","lincoln",2004-07-04,0,0,0.081718985418727
"297","lake",2004-11-07,0,0,0.000900778154818688
"298","lake",2004-11-14,0,0,0.000569960086760338
"299","lake",2004-11-21,0,0,0.000429434745810232
"300","brookings",2004-06-27,0,0,0.0401526982856755
"301","lincoln",2004-08-08,1,1,0.165577920300604
"302","lincoln",2004-08-15,0,0,0.116490119133325
"303","lincoln",2004-08-22,0,0,0.0859448286841482
"304","brookings",2004-07-25,0,0,0.127518519128552
"305","brookings",2004-08-01,0,0,0.130820988739144
"306","lincoln",2004-09-12,0,0,0.052767047414325
"307","lincoln",2004-09-19,0,0,0.0411550867754261
"308","lincoln",2004-09-26,0,0,0.0211643005478213
"309","roberts",2004-07-04,0,0,0.0221115006904757
"310","roberts",2004-07-11,0,0,0.0322693456206338
"311","lincoln",2004-11-07,0,0,0.0019012040328508
"312","lincoln",2004-11-14,0,0,0.00113669851735752
"313","lincoln",2004-11-21,0,0,0.000806316172584359
"314","lincoln",2004-11-28,0,0,0.000564700562768829
"315","lincoln",2004-12-05,0,0,0.000420025276123813
"316","lincoln",2004-12-12,0,0,0.00056061380630003
"317","lincoln",2004-12-19,0,0,0.000531629005545128
"318","moody",2004-08-22,0,0,0.00509561868360519
"319","moody",2004-08-29,0,0,0.00386692257460004
"320","miner",2004-11-28,0,0,6.34263688444504e-05
"321","miner",2004-12-05,0,0,4.9174491165272e-05
"322","codington",2004-09-26,0,0,0.0156719405171531
"323","codington",2004-10-03,0,0,0.00706523151822912
"324","codington",2004-09-19,0,0,0.031189304476552
"325","union",2004-07-11,0,0,0.0486061067969752
"326","union",2004-07-18,0,0,0.0636195377000694
"327","roberts",2004-12-19,0,0,0.000125023143536624
"328","roberts",2004-12-26,0,0,0.000129543132574477
"329","union",2004-08-08,0,0,0.0746938652371642
"330","union",2004-08-15,0,0,0.0491669775730333
"331","union",2004-08-22,0,0,0.0357006870989474
"332","hamlin",2004-08-15,0,0,0.0669399354715104
"333","hamlin",2004-08-22,0,0,0.0482422844111729
"334","hamlin",2004-08-29,0,0,0.036436336794568
"335","hamlin",2004-09-26,0,0,0.00950316906736794
"336","lake",2004-10-31,0,0,0.000922412763176838
"337","hamlin",2004-09-05,0,0,0.0353398640908748
"338","hamlin",2004-09-12,0,0,0.0266258894465662
"339","hamlin",2004-09-19,0,0,0.0192946268904105
"340","lincoln",2004-06-27,0,0,0.0583004985463402
"341","brookings",2004-07-04,0,0,0.058801882152396
"342","brookings",2004-07-11,0,0,0.0841494826757836
"343","brookings",2004-07-18,0,0,0.115012264196507
"344","miner",2004-07-18,0,0,0.0185128180364085
"345","miner",2004-07-25,0,0,0.0204895858187448
"346","brookings",2004-08-08,0,0,0.146986562757849
"347","brookings",2004-08-15,0,0,0.107088021036475
"348","brookings",2004-08-22,0,0,0.0771732453630143
"349","brookings",2004-08-29,0,0,0.0586128896929963
"350","brookings",2004-09-05,0,0,0.0553117250189141
"351","brookings",2004-09-12,0,0,0.0432110861401454
"352","brookings",2004-09-19,0,0,0.031529368651141
"353","miner",2004-10-03,0,0,0.00128427582576656
"354","brookings",2004-10-24,0,0,0.00144634245803062
"355","brookings",2004-10-31,0,0,0.00148195731296695
"356","brookings",2004-11-07,0,0,0.00142529277837236
"357","brookings",2004-11-14,0,0,0.000936365793290726
"358","brookings",2004-11-21,0,0,0.000729301646126927
"359","brookings",2004-11-28,0,0,0.000489995126989091
"360","roberts",2004-09-12,0,0,0.0144533366895369
"361","kingsbury",2004-12-19,0,0,0.000103257649884913
"362","kingsbury",2004-12-26,0,0,0.00012791987731383
"363","union",2004-06-27,0,0,0.0265326943099307
"364","union",2004-07-04,0,0,0.0360768241922706
"365","lake",2004-06-27,0,0,0.0297622587023749
"366","marshall",2004-09-05,0,0,0.0245863887570873
"367","marshall",2004-09-12,0,0,0.0166603106473912
"368","marshall",2004-09-19,0,0,0.0117721006818073
"369","marshall",2004-09-26,0,0,0.00608461180286099
"370","marshall",2004-10-03,0,0,0.00273506857125541
"371","marshall",2004-10-10,0,0,0.00187311715674196
"372","union",2004-08-29,0,0,0.028416351433218
"373","kingsbury",2004-06-27,0,0,0.0161253473460188
"374","kingsbury",2004-07-04,1,1,0.0223999501532497
"375","kingsbury",2004-07-11,1,1,0.0325418296134621
"376","day",2004-12-26,0,0,0.000151216327504859
"377","marshall",2004-11-14,0,0,0.000360437710847278
"378","marshall",2004-11-21,0,0,0.000266507308504123
"379","marshall",2004-11-28,0,0,0.000153988989955831
"380","marshall",2004-12-05,0,0,0.000137001204774353
"381","miner",2004-06-27,0,0,0.00675376323822308
"382","miner",2004-07-04,0,0,0.00939945026639025
"383","miner",2004-07-11,0,0,0.0135792456522376
"384","moody",2004-08-08,0,0,0.0106292442309539
"385","moody",2004-08-15,0,0,0.00730725002861902
"386","miner",2004-08-01,0,0,0.0206517792231184
"387","miner",2004-08-08,0,0,0.0246849572757159
"388","minnehaha",2004-10-03,0,0,0.0156271536071467
"389","minnehaha",2004-10-10,0,0,0.00886406263080431
"390","minnehaha",2004-10-17,0,0,0.00421294249916514
"391","moody",2004-06-27,0,0,0.00277127034336717
"392","moody",2004-07-04,0,0,0.00407885262885675
"393","moody",2004-07-11,0,0,0.00592345584748599
"394","moody",2004-07-18,0,0,0.00826646024718307
"395","moody",2004-07-25,0,0,0.00933603775013445
"396","moody",2004-08-01,0,0,0.00947927639946153
"397","codington",2004-07-04,0,0,0.053576334056073
"398","codington",2004-07-11,0,0,0.0771383853962295
"399","roberts",2004-08-29,0,0,0.0228076930516293
"400","brookings",2004-12-05,0,0,0.000421140450965932
"401","brookings",2004-12-12,0,0,0.000476456691512988
"402","brookings",2004-12-19,0,0,0.000438350079454011
"403","day",2004-09-26,0,0,0.00742969259095607
"404","day",2004-09-19,0,0,0.0147638726459386
"405","codington",2004-09-12,0,0,0.0433180363196447
"406","day",2004-09-12,0,0,0.0209541877091295
"407","minnehaha",2004-10-24,0,0,0.00313257972014052
"408","union",2004-07-25,0,0,0.0720218690309748
"409","union",2004-08-01,0,0,0.0701887380338636
"410","roberts",2004-07-25,0,0,0.0485799271213953
"411","roberts",2004-08-01,0,0,0.0515834640698234
"412","lake",2004-09-12,0,0,0.0310000089305214
"413","lake",2004-09-19,1,1,0.02318073669664
"414","lake",2004-09-26,0,0,0.0111575806802755
"415","marshall",2004-11-07,0,0,0.000492367461790107
"416","miner",2004-08-22,0,0,0.013069649333892
"417","miner",2004-08-29,0,0,0.0100801993430534
"418","miner",2004-09-05,0,0,0.00971668339557666
"419","miner",2004-09-12,0,0,0.00790295485574934
"420","day",2004-09-05,0,0,0.0297692972892656
"421","day",2004-06-27,0,0,0.0179281721446496
"422","codington",2004-06-27,0,0,0.0372681066380717
"423","roberts",2004-09-05,0,0,0.0217674957308988
"424","minnehaha",2004-10-31,0,0,0.00320927503529441
"425","codington",2004-07-18,0,0,0.103861294744921
"426","codington",2004-07-25,0,0,0.115785521612235
"427","codington",2004-08-29,0,0,0.060994989542292
"428","miner",2004-08-15,0,0,0.0176707741308165
"429","codington",2004-08-15,0,0,0.109378910698078
"430","codington",2004-08-22,0,0,0.0800228171723673
"431","roberts",2004-07-18,0,0,0.0442895104458556
"432","codington",2004-09-05,0,0,0.0595396857092081
"433","day",2004-08-29,0,0,0.0310630604315972
"434","roberts",2004-08-08,0,0,0.0587586877733516
"435","roberts",2004-08-15,0,0,0.0432322510385666
"436","marshall",2004-10-17,0,0,0.000819527763518394
"437","minnehaha",2004-12-26,0,0,0.00105467542107975
"438","marshall",2004-10-31,0,0,0.000506839513017386
"439","day",2004-08-08,0,0,0.0739539972888276
"440","lake",2004-12-26,0,0,0.000348611262033402
"441","day",2004-08-22,0,0,0.0408654145997383
"442","marshall",2004-10-24,0,0,0.000526117632707073
"443","minnehaha",2004-11-07,0,0,0.00300287831670241
"444","day",2004-07-04,0,0,0.0259065016110749
"445","roberts",2004-08-22,0,0,0.0302785532156085
"446","day",2004-07-11,0,0,0.0372914336253207
"447","codington",2004-08-08,0,0,0.145391764535809
"448","minnehaha",2004-12-19,0,0,0.000853487529435257
"449","day",2004-08-15,0,0,0.0554777642681693
"450","day",2004-08-01,0,0,0.0625289482244526
"451","codington",2004-08-01,0,0,0.124711011592564
"452","minnehaha",2004-12-12,0,0,0.000933694209613963
"453","day",2004-07-25,0,0,0.057571503107411
"454","roberts",2004-06-27,0,0,0.0144886162762111
"455","minnehaha",2004-11-14,0,0,0.00182947229223269
"456","day",2004-07-18,0,0,0.0516562580558852
"457","minnehaha",2004-11-28,0,0,0.000894474191329358
"458","minnehaha",2004-12-05,0,0,0.000766801234449901
"459","minnehaha",2004-11-21,0,0,0.00134059697727145
"460","day",2005-12-25,0,0,0.000124196535610101
"461","miner",2005-02-06,0,0,6.56258574427338e-10
"462","miner",2005-01-16,0,0,5.49706937242728e-08
"463","deuel",2005-07-24,0,0,0.126691817345035
"464","deuel",2005-07-03,1,1,0.0538561194518826
"465","deuel",2005-07-31,0,0,0.123911028962622
"466","miner",2005-02-13,0,0,3.22931557538281e-10
"467","marshall",2005-06-12,0,0,0.0158033163555841
"468","day",2005-12-18,0,0,7.30630496724823e-05
"469","deuel",2005-07-10,0,0,0.080316614629466
"470","deuel",2005-06-19,0,0,0.0173798330956662
"471","deuel",2005-06-26,0,0,0.029803795045642
"472","moody",2005-04-03,0,0,1.59409791568545e-09
"473","miner",2005-01-23,0,0,6.02578288811832e-09
"474","miner",2005-01-30,0,0,1.06638962628671e-09
"475","deuel",2005-07-17,1,1,0.102079417625125
"476","day",2005-12-11,0,0,9.63546572988139e-05
"477","moody",2005-04-10,0,0,6.08732908185694e-09
"478","codington",2005-12-25,0,0,0.000235197320415157
"479","mccook",2005-12-25,0,0,3.3445624119818e-05
"480","mccook",2005-01-02,0,0,2.34137951893369e-06
"481","deuel",2005-09-18,0,0,0.0158034232916707
"482","mccook",2005-01-16,0,0,1.57778410213882e-07
"483","hamlin",2005-10-02,0,0,0.019290539220643
"484","deuel",2005-09-04,0,0,0.0381774408051439
"485","mccook",2005-01-09,0,0,1.02612605844001e-06
"486","deuel",2005-06-05,0,0,0.00285001724197029
"487","codington",2005-08-21,1,1,0.374873246459484
"488","marshall",2005-06-19,0,0,0.0364746728809786
"489","deuel",2005-09-11,0,0,0.0293752062957469
"490","miner",2005-01-09,0,0,3.43773192965213e-07
"491","moody",2005-02-27,0,0,2.72178842046548e-11
"492","deuel",2005-08-07,0,0,0.130330744430079
"493","moody",2005-02-13,0,0,4.75429917991273e-11
"494","moody",2005-02-20,0,0,2.21967395340341e-11
"495","mccook",2005-12-04,0,0,0.000142832813864574
"496","deuel",2005-06-12,0,0,0.00791259716513498
"497","codington",2005-11-27,0,0,0.00131208107167385
"498","mccook",2005-12-11,0,0,3.83333746406876e-05
"499","codington",2005-12-11,0,0,0.000160717466703084
"500","codington",2005-12-18,0,0,0.0001255527024179
"501","mccook",2005-03-20,0,0,1.92654872397537e-09
"502","codington",2005-12-04,0,0,0.000393446277781084
"503","codington",2005-10-02,0,0,0.0329894303247459
"504","codington",2005-10-09,0,0,0.0107085987556066
"505","moody",2005-03-06,0,0,2.5253995257647e-11
"506","marshall",2005-06-26,0,0,0.0604371213406388
"507","deuel",2005-08-14,0,0,0.113188765165196
"508","deuel",2005-08-21,0,0,0.0910725999753012
"509","mccook",2005-12-18,0,0,2.73246047392349e-05
"510","deuel",2005-08-28,0,0,0.0561246081838329
"511","moody",2005-05-01,0,0,1.49302150370106e-06
"512","moody",2005-05-08,0,0,5.94008647963573e-06
"513","moody",2005-05-15,0,0,3.07926410939709e-05
"514","deuel",2005-09-25,0,0,0.00853090049149182
"515","mccook",2005-03-27,0,0,8.56502706518529e-09
"516","mccook",2005-04-03,0,0,2.11370312298613e-08
"517","mccook",2005-04-10,0,0,7.91476746526885e-08
"518","codington",2005-10-16,0,0,0.00645690943595663
"519","moody",2005-03-13,0,0,2.88719876326846e-11
"520","mccook",2005-01-30,0,0,3.28165843307139e-09
"521","mccook",2005-02-06,0,0,2.13102569429956e-09
