"","county","weekstartdate","anycases","totalcases","est"
"40007","jackson",2010-01-24,0,0,4.14148126798579e-10
"40008","todd",2010-02-21,0,0,2.96602071147968e-11
"40009","dewey",2010-01-31,0,0,1.32626457511946e-11
"40010","haakon",2010-01-31,0,0,5.32086999226838e-12
"40011","lyman",2010-04-25,0,0,7.72243068466372e-08
"40012","lyman",2010-04-04,0,0,1.84485378939033e-10
"40013","mellette",2010-01-31,0,0,2.8164808514513e-11
"40014","mellette",2010-01-24,0,0,1.41375639340452e-10
"40015","perkins",2010-08-22,0,0,0.0477186980720113
"40016","perkins",2010-08-29,0,0,0.0454482773095883
"40017","haakon",2010-03-21,0,0,1.20930124364107e-11
"40018","haakon",2010-03-28,0,0,3.56653500438379e-11
"40019","lawrence",2010-01-03,0,0,3.06581392365263e-08
"40020","lyman",2010-03-21,0,0,1.00476000411848e-11
"40021","haakon",2010-01-17,0,0,1.96478429747454e-10
"40022","haakon",2010-01-24,0,0,2.55950968870248e-11
"40023","perkins",2010-07-11,1,1,0.00847893167736375
"40024","brule",2010-01-24,0,0,7.96514572074522e-11
"40025","dewey",2010-08-22,0,0,0.10278583245642
"40026","dewey",2010-08-29,0,0,0.100333906828108
"40027","perkins",2010-09-12,0,0,0.0155589345678366
"40028","brule",2010-02-21,0,0,9.44971575117795e-13
"40029","brule",2010-02-28,0,0,8.48182054811114e-13
"40030","perkins",2010-09-05,0,0,0.0285030758274084
"40031","perkins",2010-07-04,0,0,0.00777217684020824
"40032","perkins",2010-09-19,0,0,0.00654642278404761
"40033","lawrence",2010-01-10,0,0,1.38341630119185e-08
"40034","perkins",2010-06-27,0,0,0.00641576998955145
"40035","mellette",2010-01-17,0,0,1.09771620012904e-09
"40036","todd",2010-02-14,0,0,4.07582958022788e-11
"40037","lyman",2010-03-28,0,0,4.31172111008735e-11
"40038","perkins",2010-06-20,0,0,0.00434313513772833
"40039","brule",2010-04-04,0,0,3.1263751789485e-10
"40040","lyman",2010-06-13,0,0,0.00190763339408509
"40041","mellette",2010-02-14,0,0,1.1852672379884e-11
"40042","mellette",2010-02-21,0,0,7.83221282306863e-12
"40043","harding",2010-09-05,0,0,0.0257797728262468
"40044","harding",2010-09-12,0,0,0.0143272489928906
"40045","lyman",2010-06-20,0,0,0.00290017670077927
"40046","perkins",2010-09-26,0,0,0.00341135813460285
"40047","dewey",2010-01-10,0,0,5.69343178534219e-09
"40048","mellette",2010-02-28,0,0,8.80416620218496e-12
"40049","lyman",2010-04-18,0,0,5.80643928295682e-09
"40050","dewey",2010-08-15,0,0,0.0973786324359465
"40051","lyman",2010-06-27,0,0,0.0049505787175624
"40052","brule",2010-01-03,0,0,1.09619397962581e-07
"40053","brule",2010-04-11,0,0,1.51206637639961e-09
"40054","brule",2010-04-18,0,0,1.0282315009909e-08
"40055","todd",2010-02-07,0,0,9.26315083460101e-11
"40056","dewey",2010-01-03,0,0,3.48560215531531e-08
"40057","lyman",2010-04-11,0,0,8.57715151952648e-10
"40058","brule",2010-01-17,0,0,1.0202139790176e-09
"40059","brule",2010-03-07,0,0,1.67754177547658e-12
"40060","brule",2010-04-25,0,0,1.44020017012541e-07
"40061","brule",2010-05-02,0,0,1.53136783856358e-06
"40062","brule",2010-01-10,0,0,1.36619044359479e-08
"40063","dewey",2010-01-24,0,0,7.86390446797395e-11
"40064","harding",2010-08-29,1,1,0.0409446290022836
"40065","brule",2010-03-14,0,0,5.23947717950669e-12
"40066","mellette",2010-03-21,0,0,1.1406551436508e-10
"40067","dewey",2010-01-17,0,0,7.97713933062765e-10
"40068","dewey",2010-08-08,0,0,0.0868700577700401
"40069","todd",2010-01-31,0,0,7.54802044286633e-11
"40070","mellette",2010-01-10,0,0,7.7169556299695e-09
"40071","brule",2010-03-28,0,0,6.90527908947888e-11
"40072","dewey",2010-08-01,0,0,0.0694643377362412
"40073","mellette",2010-03-28,0,0,3.68224663957078e-10
"40074","brule",2010-03-21,0,0,1.46327852342643e-11
"40075","bennett",2011-05-15,0,0,1.34318134961996e-05
"40076","butte",2011-05-01,0,0,9.91648813153998e-07
"40077","bennett",2011-05-08,0,0,3.44692340428932e-06
"40078","corson",2011-07-17,0,0,0.00927441088812988
"40079","bennett",2011-05-22,0,0,3.95094708475859e-05
"40080","butte",2011-04-24,0,0,2.66150060350158e-07
"40081","meade",2011-02-27,0,0,1.04448628628185e-10
"40082","pennington",2011-09-18,0,0,0.0721344474006257
"40083","pennington",2011-09-25,0,0,0.042745926215516
"40084","corson",2011-07-24,0,0,0.0131600905808232
"40085","butte",2011-02-13,0,0,3.52986600488443e-10
"40086","butte",2011-02-20,0,0,1.39079308978835e-10
"40087","meade",2011-12-18,0,0,4.9030864169302e-05
"40088","meade",2011-03-06,0,0,1.61134133605034e-10
"40089","corson",2011-07-10,0,0,0.00618431768676706
"40090","butte",2011-04-10,0,0,1.79553651979772e-08
"40091","meade",2011-03-20,0,0,6.65390092257046e-10
"40092","butte",2011-02-27,0,0,1.01784289359705e-10
"40093","butte",2011-01-30,0,0,5.71393202556282e-10
"40094","butte",2011-02-06,0,0,4.63627152058044e-10
"40095","meade",2011-12-11,0,0,7.25656576831136e-05
"40096","mellette",2011-08-14,0,0,0.0140171157392609
"40097","corson",2011-07-03,0,0,0.00367734668444426
"40098","butte",2011-04-17,0,0,5.70196126843404e-08
"40099","pennington",2011-10-02,0,0,0.0382739674776269
"40100","meade",2011-03-13,0,0,2.23941436195971e-10
"40101","mellette",2011-08-21,0,0,0.0147087271356868
"40102","mellette",2011-08-28,0,0,0.0150509980051453
"40103","butte",2011-03-06,0,0,1.61661813389283e-10
"40104","mellette",2011-08-07,0,0,0.0126160249482036
"40105","corson",2011-07-31,0,0,0.0192232339602502
"40106","bennett",2011-05-29,0,0,9.09646067580826e-05
"40107","bennett",2011-04-10,0,0,3.69454787950767e-08
"40108","fallriver",2011-10-23,0,0,0.000969029718568878
"40109","bennett",2011-04-03,0,0,1.07395086141385e-08
"40110","bennett",2011-04-24,0,0,5.88654978971468e-07
"40111","fallriver",2011-10-16,0,0,0.00186460747296945
"40112","mellette",2011-07-03,0,0,0.00110798242600573
"40113","mellette",2011-09-04,0,0,0.0117689689136689
"40114","meade",2011-02-20,0,0,1.68431798303391e-10
"40115","dewey",2011-12-25,0,0,2.65019882472068e-05
"40116","butte",2011-04-03,0,0,5.20902801393565e-09
"40117","meade",2011-11-27,0,0,0.000258320718311647
"40118","meade",2011-12-25,0,0,3.11559745039381e-05
"40119","butte",2011-03-27,0,0,1.99163775335609e-09
"40120","fallriver",2011-04-10,0,0,2.54732989640768e-08
"40121","fallriver",2011-04-17,0,0,7.84723105649169e-08
"40122","haakon",2011-10-09,0,0,0.000355666114427792
"40123","fallriver",2011-04-03,0,0,7.64752383903492e-09
"40124","pennington",2011-10-09,0,0,0.0301912556306167
"40125","pennington",2011-10-16,0,0,0.0166843874013144
"40126","bennett",2011-01-02,0,0,1.95810959674208e-08
"40127","mellette",2011-09-11,0,0,0.00789758937184261
"40128","butte",2011-01-09,0,0,8.72535646189071e-09
"40129","bennett",2011-04-17,0,0,1.22156941097192e-07
"40130","haakon",2011-10-02,0,0,0.000425469649591696
"40131","meade",2011-08-14,0,0,0.081601246460448
"40132","dewey",2011-11-06,0,0,0.000612997428309566
"40133","meade",2011-12-04,0,0,0.000194894935940822
"40134","dewey",2011-11-27,0,0,9.22614591794216e-05
"40135","butte",2011-01-23,0,0,9.6508834098408e-10
"40136","dewey",2011-12-11,0,0,4.2672881224488e-05
"40137","custer",2011-01-02,0,0,2.40886278036041e-09
"40138","custer",2011-01-09,0,0,1.62283427462598e-09
"40139","mellette",2011-07-10,0,0,0.00214990735225425
"40140","bennett",2011-05-01,0,0,1.7979106130353e-06
"40141","butte",2011-01-16,0,0,1.31079380708424e-09
"40142","butte",2011-03-20,0,0,6.04830336813537e-10
"40143","fallriver",2011-09-11,0,0,0.019307292322056
"40144","meade",2011-11-13,0,0,0.00136286829119644
"40145","corson",2011-09-11,0,0,0.0253265826835239
"40146","corson",2011-09-18,0,0,0.00960196660602041
"40147","corson",2011-09-25,0,0,0.00555107420055172
"40148","corson",2011-10-02,0,0,0.00426721877038905
"40149","corson",2011-10-09,0,0,0.00352892684675994
"40150","corson",2011-10-16,0,0,0.00181347813172621
"40151","corson",2011-10-23,0,0,0.00090232576424818
"40152","meade",2011-03-27,0,0,2.41664740966627e-09
"40153","mellette",2011-07-17,0,0,0.00354001398646169
"40154","corson",2011-08-14,0,0,0.0320924367916456
"40155","meade",2011-11-20,0,0,0.000412493845597746
"40156","butte",2011-03-13,0,0,2.11436183592351e-10
"40157","corson",2011-09-04,0,0,0.0317117647025045
"40158","haakon",2011-04-03,0,0,2.1952959430138e-10
"40159","corson",2011-12-11,0,0,2.35824126200964e-05
"40160","corson",2011-12-18,0,0,1.59519102113636e-05
"40161","corson",2011-12-25,0,0,1.25756712155154e-05
"40162","lyman",2011-07-03,0,0,0.00177178764584146
"40163","bennett",2011-01-09,0,0,9.9037099651892e-09
"40164","bennett",2011-01-16,0,0,1.84816881356111e-09
"40165","corson",2011-10-30,0,0,0.000510060461534899
"40166","corson",2011-08-07,0,0,0.0280139019175702
"40167","corson",2011-11-13,0,0,0.000272899003771132
"40168","butte",2011-01-02,0,0,3.32058234459162e-08
"40169","meade",2011-10-23,0,0,0.00413488015806394
"40170","meade",2011-10-30,0,0,0.00232188483089457
"40171","fallriver",2011-09-18,0,0,0.00945230234269362
"40172","fallriver",2011-09-25,0,0,0.0055057010513137
"40173","fallriver",2011-10-02,0,0,0.00516829920094819
"40174","fallriver",2011-10-09,0,0,0.0036588865318149
"40175","bennett",2011-03-20,0,0,1.30275426872979e-09
"40176","bennett",2011-03-27,0,0,4.77294227558478e-09
"40177","jackson",2011-01-09,0,0,3.70928486057761e-09
"40178","jackson",2011-01-16,0,0,6.40468769729368e-10
"40179","dewey",2011-12-18,0,0,3.51992767589538e-05
"40180","jackson",2011-01-30,0,0,4.52983319584933e-10
"40181","mellette",2011-07-24,0,0,0.00502831197853411
"40182","corson",2011-08-21,0,0,0.0323866033045046
"40183","corson",2011-08-28,0,0,0.0362440110032703
"40184","jackson",2011-02-27,0,0,7.05374256498956e-11
"40185","mellette",2011-07-31,0,0,0.00866935692648606
"40186","pennington",2011-08-21,0,0,0.209366401996155
"40187","pennington",2011-08-28,0,0,0.241431979348892
"40188","pennington",2011-09-04,0,0,0.20113272973479
"40189","pennington",2011-09-11,0,0,0.153489307294857
"40190","haakon",2011-01-02,0,0,1.26900509311734e-09
"40191","haakon",2011-01-09,0,0,2.94405504034478e-10
"40192","mellette",2011-09-18,0,0,0.00312540658558655
"40193","corson",2011-11-06,0,0,0.000395640573901183
"40194","jackson",2011-02-06,0,0,4.85358823339345e-10
"40195","butte",2011-05-15,0,0,1.31274318119791e-05
"40196","corson",2011-11-27,0,0,6.34919261294516e-05
"40197","corson",2011-12-04,0,0,5.8332032161036e-05
"40198","meade",2011-08-07,0,0,0.0663407220524993
"40199","butte",2011-06-12,0,0,0.000693831570162224
"40200","butte",2011-06-19,0,0,0.00140281224919187
"40201","butte",2011-06-26,0,0,0.00288301000278424
"40202","butte",2011-07-03,0,0,0.00417334496991332
"40203","lyman",2011-07-10,0,0,0.00323093795297237
"40204","lyman",2011-07-17,0,0,0.00512392725528313
"40205","lyman",2011-07-24,0,0,0.00665940222759554
"40206","lyman",2011-07-31,0,0,0.0108200428228044
"40207","butte",2011-05-08,0,0,2.68831145806596e-06
"40208","meade",2011-10-16,0,0,0.00730960490162946
"40209","haakon",2011-05-29,0,0,8.36737296213744e-06
"40210","haakon",2011-06-05,0,0,1.70928537007899e-05
"40211","meade",2011-11-06,0,0,0.00199644655758946
"40212","lyman",2011-09-11,0,0,0.00919397853856811
"40213","lyman",2011-09-18,0,0,0.0036758057978995
"40214","dewey",2011-11-13,0,0,0.000440602717764415
"40215","dewey",2011-11-20,0,0,0.00017095358894366
"40216","dewey",2011-12-04,0,0,9.23729766456013e-05
"40217","butte",2011-10-16,0,0,0.00612376261158812
"40218","butte",2011-10-23,0,0,0.00379629749717252
"40219","butte",2011-10-30,0,0,0.00214295553811418
"40220","butte",2011-11-06,0,0,0.00176909580101177
"40221","butte",2011-11-13,0,0,0.00124994348453246
"40222","jackson",2011-02-13,0,0,3.82074103836517e-10
"40223","jackson",2011-02-20,0,0,1.60512288226957e-10
"40224","harding",2011-10-02,0,0,0.00471985502800576
"40225","harding",2011-10-09,0,0,0.00379882248263258
"40226","harding",2011-10-16,0,0,0.00191826810523992
"40227","harding",2011-10-23,0,0,0.00121278651882346
"40228","harding",2011-10-30,0,0,0.000671949327247387
"40229","harding",2011-11-06,0,0,0.000508690976215149
"40230","harding",2011-11-13,0,0,0.000352529954011727
"40231","harding",2011-11-20,0,0,9.60028864563149e-05
"40232","harding",2011-11-27,0,0,6.53443228876524e-05
"40233","mellette",2011-09-25,0,0,0.00151049952008141
"40234","haakon",2011-12-04,0,0,6.38825235503773e-06
"40235","haakon",2011-12-11,0,0,2.95761382564851e-06
"40236","butte",2011-05-22,0,0,4.96265563746942e-05
"40237","butte",2011-05-29,0,0,0.000136065823801426
"40238","butte",2011-06-05,0,0,0.000282648650063002
"40239","fallriver",2011-06-19,0,0,0.00026412379787728
"40240","fallriver",2011-06-26,0,0,0.000533187057528954
"40241","fallriver",2011-07-03,0,0,0.000823867810197377
"40242","fallriver",2011-07-10,0,0,0.00158386871927127
"40243","fallriver",2011-07-17,0,0,0.00291447581955521
"40244","fallriver",2011-07-24,0,0,0.00492187243540406
"40245","fallriver",2011-07-31,0,0,0.00883580215508192
"40246","bennett",2011-01-23,0,0,1.74075807675554e-09
"40247","bennett",2011-01-30,0,0,1.43951842017175e-09
"40248","fallriver",2011-08-21,0,0,0.0241157206766908
"40249","fallriver",2011-08-28,0,0,0.0303256665060448
"40250","fallriver",2011-09-04,0,0,0.0261281439321249
"40251","bennett",2011-02-13,0,0,1.3464907073579e-09
"40252","bennett",2011-02-20,0,0,6.09085997328423e-10
"40253","bennett",2011-02-27,0,0,3.03658590733494e-10
"40254","bennett",2011-03-06,0,0,4.42351692952956e-10
"40255","bennett",2011-03-13,0,0,6.72052608310279e-10
"40256","meade",2011-02-13,0,0,3.71246900291267e-10
"40257","brule",2011-04-10,0,0,1.59417976623857e-09
"40258","brule",2011-04-17,0,0,7.97093706725359e-09
"40259","brule",2011-04-24,0,0,6.50008958883211e-08
"40260","custer",2011-01-16,0,0,4.39327172264966e-10
"40261","custer",2011-01-23,0,0,5.59052372952331e-10
"40262","custer",2011-01-30,0,0,5.34493016021020e-10
"40263","custer",2011-02-06,0,0,7.02305512868929e-10
"40264","custer",2011-02-13,0,0,5.95374634960795e-10
"40265","bennett",2011-06-05,0,0,0.000157020555805948
"40266","bennett",2011-06-12,0,0,0.000298714039412285
"40267","bennett",2011-06-19,0,0,0.000664912794391025
"40268","bennett",2011-06-26,0,0,0.00151754201538409
"40269","bennett",2011-07-03,0,0,0.00235601271192905
"40270","bennett",2011-07-10,0,0,0.00466681567060449
"40271","bennett",2011-07-17,0,0,0.00855968148841847
"40272","bennett",2011-07-24,0,0,0.0135868516623173
"40273","bennett",2011-07-31,0,0,0.0245415418145058
"40274","bennett",2011-08-07,0,0,0.0370386733585064
"40275","bennett",2011-08-14,0,0,0.0416419090546504
"40276","corson",2011-11-20,0,0,9.85183913728057e-05
"40277","bennett",2011-08-28,0,0,0.0465765612523309
"40278","bennett",2011-09-04,0,0,0.0345613545238525
"40279","bennett",2011-09-11,0,0,0.0222210891118024
"40280","brule",2011-10-02,0,0,0.00249904881264664
"40281","brule",2011-10-09,0,0,0.00233253452172537
"40282","meade",2011-08-21,0,0,0.0900345012645572
"40283","meade",2011-08-28,0,0,0.108214019672842
"40284","meade",2011-09-04,0,0,0.0924147207208866
"40285","meade",2011-09-11,0,0,0.0718571949083325
"40286","meade",2011-09-18,0,0,0.0306386524952385
"40287","meade",2011-09-25,0,0,0.0187931442209098
"40288","meade",2011-10-02,0,0,0.0161365161105342
"40289","meade",2011-10-09,0,0,0.0133600245222718
"40290","dewey",2011-10-02,0,0,0.006143427889547
"40291","dewey",2011-10-09,0,0,0.00501730535916888
"40292","dewey",2011-10-16,0,0,0.00259875697448157
"40293","dewey",2011-10-23,0,0,0.0012894421148638
"40294","dewey",2011-10-30,0,0,0.000749109133846187
"40295","mellette",2011-04-17,0,0,1.58162565883153e-08
"40296","mellette",2011-04-24,0,0,8.75247528009032e-08
"40297","jackson",2011-01-02,0,0,9.26444052461613e-09
"40298","pennington",2011-06-19,0,0,0.00338685619214797
"40299","pennington",2011-06-26,0,0,0.00742794032494142
"40300","pennington",2011-07-03,0,0,0.0112687691891534
"40301","pennington",2011-07-10,0,0,0.0220003064380954
"40302","pennington",2011-07-17,0,0,0.0378348520143692
"40303","pennington",2011-07-24,0,0,0.0602093464875153
"40304","pennington",2011-07-31,0,0,0.104260746896052
"40305","pennington",2011-08-07,0,0,0.160370730328218
"40306","pennington",2011-08-14,0,0,0.190217884585555
"40307","todd",2011-04-10,0,0,1.58028262182803e-08
"40308","todd",2011-04-17,0,0,5.59057028143534e-08
"40309","todd",2011-04-24,0,0,3.04213004831437e-07
"40310","todd",2011-05-01,0,0,1.02303034058028e-06
"40311","todd",2011-05-08,0,0,2.27689486675955e-06
"40312","todd",2011-05-15,0,0,9.89392180430432e-06
"40313","haakon",2011-01-16,0,0,3.91829929971281e-11
"40314","haakon",2011-01-23,0,0,2.98805988816168e-11
"40315","haakon",2011-01-30,0,0,2.19193814289885e-11
"40316","haakon",2011-02-06,0,0,1.89723225603656e-11
"40317","haakon",2011-02-13,0,0,1.33646120245485e-11
"40318","haakon",2011-02-20,0,0,6.29821965986053e-12
"40319","haakon",2011-02-27,0,0,2.81936003595738e-12
"40320","haakon",2011-03-06,0,0,4.16635786170164e-12
"40321","haakon",2011-03-13,0,0,6.84596056208479e-12
"40322","haakon",2011-03-20,0,0,1.97910173095218e-11
"40323","haakon",2011-04-10,0,0,7.24273362410575e-10
"40324","haakon",2011-04-17,0,0,2.6226276061792e-09
"40325","haakon",2011-04-24,0,0,1.44070132344614e-08
"40326","haakon",2011-05-01,0,0,5.49064137120644e-08
"40327","haakon",2011-05-08,0,0,1.43275484206818e-07
"40328","haakon",2011-05-15,0,0,7.76761401076611e-07
"40329","haakon",2011-05-22,0,0,2.93170552304218e-06
"40330","butte",2011-08-14,0,0,0.0623307790206683
"40331","butte",2011-08-21,0,0,0.0683829356463591
"40332","butte",2011-08-28,0,0,0.084596212313803
"40333","butte",2011-09-04,0,0,0.0705112983537603
"40334","butte",2011-09-11,0,0,0.056866950752979
"40335","butte",2011-09-18,0,0,0.0240601478195744
"40336","butte",2011-09-25,0,0,0.0158327006512623
"40337","butte",2011-10-02,0,0,0.0144304121730186
"40338","butte",2011-10-09,0,0,0.0113624789317242
"40339","shannon",2011-11-27,0,0,7.5629372692161e-05
"40340","shannon",2011-12-04,0,0,7.08439477324469e-05
"40341","shannon",2011-12-11,0,0,3.34461154782326e-05
"40342","shannon",2011-12-18,0,0,2.28888664899057e-05
"40343","shannon",2011-12-25,0,0,1.38105024436207e-05
"40344","harding",2011-09-25,0,0,0.00514815348056421
"40345","butte",2011-11-20,0,0,0.00034332919503732
"40346","butte",2011-11-27,0,0,0.000241799458105452
"40347","butte",2011-12-04,0,0,0.000177117325427212
"40348","butte",2011-12-11,0,0,6.54944391051223e-05
"40349","butte",2011-12-18,0,0,4.63915892201161e-05
"40350","butte",2011-12-25,0,0,3.34602183047907e-05
"40351","fallriver",2011-03-27,0,0,3.73445397410191e-09
"40352","jones",2011-01-02,0,0,1.07946802932282e-08
"40353","fallriver",2011-04-24,0,0,3.39932634048359e-07
"40354","fallriver",2011-05-01,0,0,1.023864602836e-06
"40355","fallriver",2011-05-08,0,0,1.90489027978978e-06
"40356","fallriver",2011-05-15,0,0,7.1323583870913e-06
"40357","haakon",2011-12-18,0,0,2.38175125382227e-06
"40358","haakon",2011-12-25,0,0,1.43267579572094e-06
"40359","lawrence",2011-10-02,0,0,0.0122654127989455
"40360","lawrence",2011-10-09,0,0,0.00858535823238534
"40361","lawrence",2011-10-16,0,0,0.00456103822403202
"40362","lawrence",2011-10-23,0,0,0.00275667057157429
"40363","lawrence",2011-10-30,0,0,0.00152751752487331
"40364","lawrence",2011-11-06,0,0,0.00130533456295449
"40365","lawrence",2011-11-13,0,0,0.000910525134265066
"40366","lawrence",2011-11-20,0,0,0.000302428470067932
"40367","fallriver",2011-08-07,0,0,0.0153203606034274
"40368","fallriver",2011-08-14,0,0,0.0199737689030509
"40369","lawrence",2011-12-11,0,0,0.000108595386052287
"40370","lawrence",2011-12-18,0,0,9.80139325886254e-05
"40371","bennett",2011-02-06,0,0,1.68315948007737e-09
"40372","tripp",2011-12-18,0,0,0.00011399811375118
"40373","tripp",2011-12-25,0,0,7.90959438961373e-05
"40374","charlesmix",2011-04-03,0,0,3.43062752134477e-09
"40375","charlesmix",2011-04-10,0,0,1.33091007782424e-08
"40376","charlesmix",2011-04-17,0,0,6.03576998432384e-08
"40377","charlesmix",2011-04-24,0,0,4.50766542394689e-07
"40378","charlesmix",2011-05-01,0,0,2.16345583026944e-06
"40379","charlesmix",2011-05-08,0,0,6.45311597394862e-06
"40380","fallriver",2011-10-30,0,0,0.00045876104425046
"40381","brule",2011-05-01,0,0,3.49729676089752e-07
"40382","brule",2011-05-08,0,0,1.27619743209207e-06
"40383","meade",2011-04-03,0,0,6.48094783002341e-09
"40384","meade",2011-04-10,0,0,2.19658392646516e-08
"40385","meade",2011-04-17,0,0,7.33743566396332e-08
"40386","meade",2011-04-24,0,0,3.70497427034711e-07
"40387","meade",2011-05-01,0,0,1.3935853579575e-06
"40388","meade",2011-05-08,0,0,3.56248834371873e-06
"40389","meade",2011-05-15,0,0,1.74745531435154e-05
"40390","meade",2011-05-22,0,0,6.55170465897896e-05
"40391","meade",2011-05-29,0,0,0.000180100694714589
"40392","meade",2011-06-05,0,0,0.00036993523732886
"40393","meade",2011-06-12,0,0,0.000846210851260226
"40394","meade",2011-06-19,0,0,0.00171612649796495
"40395","meade",2011-06-26,0,0,0.00367788398510561
"40396","meade",2011-07-03,0,0,0.00525260134204174
"40397","bennett",2011-08-21,0,0,0.0444304738009386
"40398","meade",2011-07-17,0,0,0.0155245830544085
"40399","meade",2011-07-24,0,0,0.0241317070281707
"40400","meade",2011-07-31,0,0,0.0415904015584168
"40401","charlesmix",2011-11-06,0,0,0.000563077345742601
"40402","charlesmix",2011-11-13,0,0,0.0003840781285523
"40403","charlesmix",2011-11-20,0,0,0.000145637869072575
"40404","charlesmix",2011-11-27,0,0,8.71116928124952e-05
"40405","charlesmix",2011-12-04,0,0,7.45165438422894e-05
"40406","charlesmix",2011-12-11,0,0,3.46668955720695e-05
"40407","charlesmix",2011-12-18,0,0,2.16044778871033e-05
"40408","charlesmix",2011-12-25,0,0,8.24733616500433e-06
"40409","pennington",2011-04-03,0,0,3.88599309638352e-08
"40410","pennington",2011-04-10,0,0,1.27089652617493e-07
"40411","pennington",2011-04-17,0,0,4.02175858210532e-07
"40412","pennington",2011-04-24,0,0,1.77539803852077e-06
"40413","pennington",2011-05-01,0,0,5.68380825088248e-06
"40414","pennington",2011-05-08,0,0,1.22413444702133e-05
"40415","pennington",2011-05-15,0,0,5.08956439300807e-05
"40416","pennington",2011-05-22,0,0,0.000163668188001926
"40417","pennington",2011-05-29,0,0,0.000400277704376681
"40418","mellette",2011-05-01,0,0,3.17002503743319e-07
"40419","mellette",2011-05-08,0,0,7.53660070700671e-07
"40420","mellette",2011-05-15,0,0,3.79470693192087e-06
"40421","mellette",2011-05-22,0,0,1.3015418540559e-05
"40422","jackson",2011-01-23,0,0,5.96587079209034e-10
"40423","mellette",2011-06-05,0,0,6.80266720269426e-05
"40424","mellette",2011-06-12,0,0,0.000131038557469531
"40425","mellette",2011-06-19,0,0,0.000288975896971777
"40426","mellette",2011-06-26,0,0,0.000698570975388253
"40427","todd",2011-04-03,0,0,4.49345075146969e-09
"40428","perkins",2011-01-23,0,0,1.92429153150308e-11
"40429","perkins",2011-01-30,0,0,1.18836815564671e-11
"40430","perkins",2011-02-06,0,0,6.82713130816582e-12
"40431","perkins",2011-02-13,0,0,5.4763902147407e-12
"40432","perkins",2011-02-20,0,0,3.605336901866e-12
"40433","perkins",2011-02-27,0,0,2.92998197939253e-12
"40434","todd",2011-05-22,0,0,3.18426584179661e-05
"40435","todd",2011-05-29,0,0,8.20151221462063e-05
"40436","todd",2011-06-05,0,0,0.00015129531096764
"40437","mellette",2011-10-02,0,0,0.00114143448915964
"40438","mellette",2011-10-09,0,0,0.000977489746042687
"40439","mellette",2011-10-16,0,0,0.000543988227720012
"40440","mellette",2011-10-23,0,0,0.000262361740983624
"40441","mellette",2011-10-30,0,0,0.000146437193393456
"40442","mellette",2011-11-06,0,0,0.000128766843937151
"40443","mellette",2011-11-13,0,0,9.68856974615374e-05
"40444","mellette",2011-11-20,0,0,4.01733273826862e-05
"40445","mellette",2011-11-27,0,0,3.15233991121762e-05
"40446","butte",2011-07-10,0,0,0.00764695648449579
"40447","butte",2011-07-17,0,0,0.0119459299787984
"40448","butte",2011-07-24,0,0,0.0194368749294158
"40449","butte",2011-07-31,0,0,0.0325562036222849
"40450","butte",2011-08-07,0,0,0.0508672651021719
"40451","lawrence",2011-01-30,0,0,3.83789867750439e-09
"40452","lawrence",2011-02-06,0,0,3.80291117019309e-09
"40453","lawrence",2011-02-13,0,0,2.78136215225944e-09
"40454","haakon",2011-06-12,0,0,3.65427418354544e-05
"40455","haakon",2011-06-19,0,0,7.54573376878483e-05
"40456","haakon",2011-06-26,0,0,0.000178731400413844
"40457","haakon",2011-07-03,0,0,0.000263700688046128
"40458","haakon",2011-07-10,0,0,0.000492208904938725
"40459","haakon",2011-07-17,0,0,0.000781346622549679
"40460","fallriver",2011-01-02,0,0,5.73707527548648e-09
"40461","fallriver",2011-01-09,0,0,5.65343673722032e-09
"40462","fallriver",2011-01-16,0,0,1.69077414998464e-09
"40463","fallriver",2011-01-23,0,0,2.40890464846582e-09
"40464","fallriver",2011-01-30,0,0,2.44015613802326e-09
"40465","fallriver",2011-02-06,0,0,3.36123560594566e-09
"40466","haakon",2011-08-28,0,0,0.00445229782301435
"40467","haakon",2011-09-04,0,0,0.00374957583979949
"40468","haakon",2011-09-11,0,0,0.00265617001965246
"40469","haakon",2011-09-18,0,0,0.00106213731242604
"40470","haakon",2011-10-16,0,0,0.000196207854400982
"40471","haakon",2011-10-23,0,0,0.000101711767603429
"40472","haakon",2011-10-30,0,0,5.79466392572291e-05
"40473","haakon",2011-11-06,0,0,5.189687038953e-05
"40474","haakon",2011-11-13,0,0,3.59581989744776e-05
"40475","haakon",2011-11-20,0,0,1.2403819541948e-05
"40476","haakon",2011-11-27,0,0,6.97568759441251e-06
"40477","corson",2011-01-02,0,0,3.68269263490041e-09
"40478","fallriver",2011-05-22,0,0,2.11009138091074e-05
"40479","fallriver",2011-05-29,0,0,4.60787058543137e-05
"40480","fallriver",2011-06-05,0,0,7.26067416379135e-05
"40481","fallriver",2011-06-12,0,0,0.000139813028909416
"40482","tripp",2011-10-02,0,0,0.00613226483901976
"40483","tripp",2011-10-09,0,0,0.00546799908890238
"40484","tripp",2011-10-16,0,0,0.00308005775004927
"40485","tripp",2011-10-23,0,0,0.00135028158376782
"40486","tripp",2011-10-30,0,0,0.000758706567405569
"40487","tripp",2011-11-06,0,0,0.00060385523089232
"40488","lawrence",2011-11-27,0,0,0.00026916397412207
"40489","lawrence",2011-12-04,0,0,0.000214605793153489
"40490","tripp",2011-11-27,0,0,0.000144923614193271
"40491","tripp",2011-12-04,0,0,0.000175541245698652
